Fold,Model,Base_Model,Method,F1 Score,hamming_loss_score,Best_Model
2,LP_LinearSVC,LinearSVC,Label Powerset,0.8409822866344605,0.07351116625310174,LP_LinearSVC
2,LP_GaussianNB,GaussianNB,Label Powerset,0.7051750852184692,0.14754962779156328,LP_LinearSVC
2,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.5997651771531183,0.1797456575682382,LP_LinearSVC
2,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5673609280253098,0.20359801488833748,LP_LinearSVC
2,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.549777117384844,0.20676178660049627,LP_LinearSVC
2,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5394024760916302,0.19271091811414393,LP_LinearSVC
2,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.5379377431906615,0.17679900744416874,LP_LinearSVC
2,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.49264454327745466,0.18399503722084368,LP_LinearSVC
2,BR_LinearSVC,LinearSVC,Binary Relevance,0.48735742203078886,0.199348635235732,LP_LinearSVC
2,BR_GaussianNB,GaussianNB,Binary Relevance,0.4847557086363056,0.2505583126550868,LP_LinearSVC
2,CC_LinearSVC,LinearSVC,Classifier Chains,0.4826207519184884,0.24885235732009925,LP_LinearSVC
2,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.4611141753998897,0.27273573200992557,LP_LinearSVC
2,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.4598910388878452,0.26752481389578164,LP_LinearSVC
2,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.4388874712936974,0.20462158808933004,LP_LinearSVC
2,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.43341055663389894,0.2806761786600496,LP_LinearSVC
2,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.42664355577565927,0.2872828784119107,LP_LinearSVC
2,CC_GaussianNB,GaussianNB,Classifier Chains,0.39940964855640626,0.40390818858560795,LP_LinearSVC
2,LP_LogisticRegression,LogisticRegression,Label Powerset,0.1538300981006053,0.2514888337468983,LP_LinearSVC
3,LP_LinearSVC,LinearSVC,Label Powerset,0.8230799631142142,0.08331265508684864,LP_LinearSVC
3,LP_GaussianNB,GaussianNB,Label Powerset,0.6986749064115515,0.15728908188585608,LP_LinearSVC
3,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.6104395975420353,0.178939205955335,LP_LinearSVC
3,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5752251964479652,0.20623449131513646,LP_LinearSVC
3,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5674115329756164,0.19754962779156326,LP_LinearSVC
3,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5553431060123221,0.19475806451612904,LP_LinearSVC
3,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.5147164969123426,0.1876861042183623,LP_LinearSVC
3,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.49299627020306674,0.1897332506203474,LP_LinearSVC
3,CC_LinearSVC,LinearSVC,Classifier Chains,0.4880298149200935,0.25139578163771714,LP_LinearSVC
3,BR_LinearSVC,LinearSVC,Binary Relevance,0.47733666770865896,0.2074441687344913,LP_LinearSVC
3,BR_GaussianNB,GaussianNB,Binary Relevance,0.47704438509474756,0.25508684863523573,LP_LinearSVC
3,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.45868001251172974,0.26839330024813896,LP_LinearSVC
3,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.45756683836154033,0.27437965260545905,LP_LinearSVC
3,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.43880428652002257,0.2777605459057072,LP_LinearSVC
3,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.4321645397100731,0.28430521091811417,LP_LinearSVC
3,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.4199365503422942,0.21550868486352356,LP_LinearSVC
3,CC_GaussianNB,GaussianNB,Classifier Chains,0.39390353575992804,0.3971774193548387,LP_LinearSVC
3,LP_LogisticRegression,LogisticRegression,Label Powerset,0.15942319246945724,0.26035980148883375,LP_LinearSVC
4,LP_LinearSVC,LinearSVC,Label Powerset,0.8168199061274353,0.08836848635235732,LP_LinearSVC
4,LP_GaussianNB,GaussianNB,Label Powerset,0.7019812551904141,0.15583126550868487,LP_LinearSVC
4,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.5994101085936453,0.18535980148883374,LP_LinearSVC
4,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5648213034337771,0.21187965260545905,LP_LinearSVC
4,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5508642301095131,0.21116625310173698,LP_LinearSVC
4,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5447050461975835,0.19869727047146402,LP_LinearSVC
4,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.529008109794136,0.18734491315136476,LP_LinearSVC
4,CC_LinearSVC,LinearSVC,Classifier Chains,0.4911843498847424,0.25331885856079406,LP_LinearSVC
4,BR_GaussianNB,GaussianNB,Binary Relevance,0.4832565666625171,0.2575062034739454,LP_LinearSVC
4,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.48257107540173055,0.19475806451612904,LP_LinearSVC
4,BR_LinearSVC,LinearSVC,Binary Relevance,0.4768732654949121,0.21048387096774193,LP_LinearSVC
4,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.4619252873563218,0.27878411910669976,LP_LinearSVC
4,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.4581605269577946,0.27555831265508685,LP_LinearSVC
4,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.44784712439517366,0.27962158808933,LP_LinearSVC
4,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.44702873843156354,0.2816997518610422,LP_LinearSVC
4,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.42066238260009886,0.21811414392059553,LP_LinearSVC
4,CC_GaussianNB,GaussianNB,Classifier Chains,0.4020427112349118,0.39950372208436724,LP_LinearSVC
4,LP_LogisticRegression,LogisticRegression,Label Powerset,0.15416708056024636,0.26411290322580644,LP_LinearSVC
5,LP_LinearSVC,LinearSVC,Label Powerset,0.8237285928241193,0.08396401985111662,LP_LinearSVC
5,LP_GaussianNB,GaussianNB,Label Powerset,0.7008147615624251,0.15490074441687346,LP_LinearSVC
5,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.5940784502301298,0.18328163771712158,LP_LinearSVC
5,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5639523530560437,0.20778535980148882,LP_LinearSVC
5,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5408978643033561,0.19602977667493796,LP_LinearSVC
5,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5398031896844249,0.2103287841191067,LP_LinearSVC
5,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.5132541876727923,0.18566997518610423,LP_LinearSVC
5,CC_LinearSVC,LinearSVC,Classifier Chains,0.4804207324800406,0.2543424317617866,LP_LinearSVC
5,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.4788518362178134,0.19147022332506203,LP_LinearSVC
5,BR_GaussianNB,GaussianNB,Binary Relevance,0.4755138289774169,0.2564516129032258,LP_LinearSVC
5,BR_LinearSVC,LinearSVC,Binary Relevance,0.47433377879097555,0.20741315136476426,LP_LinearSVC
5,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.4600762758036201,0.2766439205955335,LP_LinearSVC
5,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.45773348098929495,0.27338709677419354,LP_LinearSVC
5,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.43391364464835647,0.27937344913151363,LP_LinearSVC
5,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.42722047098090116,0.2874379652605459,LP_LinearSVC
5,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.41607007495999326,0.21504342431761786,LP_LinearSVC
5,CC_GaussianNB,GaussianNB,Classifier Chains,0.3920099875156055,0.392741935483871,LP_LinearSVC
5,LP_LogisticRegression,LogisticRegression,Label Powerset,0.1586853513459018,0.2588399503722084,LP_LinearSVC
6,LP_LinearSVC,LinearSVC,Label Powerset,0.8176818089223874,0.08328163771712159,LP_LinearSVC
6,LP_GaussianNB,GaussianNB,Label Powerset,0.692854054721759,0.15424937965260546,LP_LinearSVC
6,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.6068412162162162,0.17326302729528537,LP_LinearSVC
6,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5914514225776846,0.19330024813895783,LP_LinearSVC
6,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5586877110758839,0.19860421836228287,LP_LinearSVC
6,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5541675798086054,0.18929900744416872,LP_LinearSVC
6,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.5201489449731072,0.1798697270471464,LP_LinearSVC
6,CC_LinearSVC,LinearSVC,Classifier Chains,0.5116638742105941,0.23504962779156327,LP_LinearSVC
6,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.49772043010752687,0.18111042183622827,LP_LinearSVC
6,BR_LinearSVC,LinearSVC,Binary Relevance,0.4907837794518352,0.19708436724565756,LP_LinearSVC
6,BR_GaussianNB,GaussianNB,Binary Relevance,0.48906098741529525,0.24556451612903227,LP_LinearSVC
6,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.4810428025318042,0.2568548387096774,LP_LinearSVC
6,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.4599617213064148,0.2713089330024814,LP_LinearSVC
6,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.45383215115184233,0.26988213399503724,LP_LinearSVC
6,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.4408114354189849,0.202636476426799,LP_LinearSVC
6,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.42801702553830745,0.2834367245657568,LP_LinearSVC
6,CC_GaussianNB,GaussianNB,Classifier Chains,0.4168613800009537,0.37931141439205956,LP_LinearSVC
6,LP_LogisticRegression,LogisticRegression,Label Powerset,0.14270679856872237,0.25266749379652603,LP_LinearSVC
7,LP_LinearSVC,LinearSVC,Label Powerset,0.8181471597407549,0.08877171215880893,LP_LinearSVC
7,LP_GaussianNB,GaussianNB,Label Powerset,0.7104090724989874,0.15524193548387097,LP_LinearSVC
7,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.5813564984964918,0.19432382133995038,LP_LinearSVC
7,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5552174464308356,0.21761786600496277,LP_LinearSVC
7,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5475904418635696,0.21023573200992557,LP_LinearSVC
7,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5184453692600691,0.21175558312655088,LP_LinearSVC
7,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.5180657640232108,0.19320719602977668,LP_LinearSVC
7,CC_LinearSVC,LinearSVC,Classifier Chains,0.5088983311780282,0.247363523573201,LP_LinearSVC
7,BR_GaussianNB,GaussianNB,Binary Relevance,0.4898952095808383,0.25366004962779154,LP_LinearSVC
7,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.48150869458731327,0.1969913151364764,LP_LinearSVC
7,BR_LinearSVC,LinearSVC,Binary Relevance,0.47148581997533906,0.21271712158808934,LP_LinearSVC
7,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.4654772088476109,0.2713399503722084,LP_LinearSVC
7,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.4639394655947032,0.2812655086848635,LP_LinearSVC
7,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.4391785150078989,0.2862903225806452,LP_LinearSVC
7,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.4302969300452944,0.28089330024813897,LP_LinearSVC
7,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.41141537446387333,0.22133995037220844,LP_LinearSVC
7,CC_GaussianNB,GaussianNB,Classifier Chains,0.4111748519192202,0.39159429280397023,LP_LinearSVC
7,LP_LogisticRegression,LogisticRegression,Label Powerset,0.15402635431918008,0.26882754342431764,LP_LinearSVC
8,LP_LinearSVC,LinearSVC,Label Powerset,0.8243918693768744,0.08173076923076923,LP_LinearSVC
8,LP_GaussianNB,GaussianNB,Label Powerset,0.6892857142857143,0.1565136476426799,LP_LinearSVC
8,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.6023672641190395,0.18235111662531017,LP_LinearSVC
8,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5776177926335412,0.2038151364764268,LP_LinearSVC
8,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5634758995247794,0.19944168734491316,LP_LinearSVC
8,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5437044376813646,0.19996898263027296,LP_LinearSVC
8,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.532843737250102,0.1775744416873449,LP_LinearSVC
8,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.5079976551377606,0.18222704714640198,LP_LinearSVC
8,BR_GaussianNB,GaussianNB,Binary Relevance,0.48417132216014896,0.24916253101736974,LP_LinearSVC
8,CC_LinearSVC,LinearSVC,Classifier Chains,0.4791815061840316,0.2494727047146402,LP_LinearSVC
8,BR_LinearSVC,LinearSVC,Binary Relevance,0.4788687385156188,0.20232630272952853,LP_LinearSVC
8,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.4700816817577408,0.2595843672456576,LP_LinearSVC
8,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.4619079879288046,0.27099875930521095,LP_LinearSVC
8,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.4272978402812657,0.2829404466501241,LP_LinearSVC
8,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.4253610185422541,0.20859181141439206,LP_LinearSVC
8,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.41192343897081896,0.2906637717121588,LP_LinearSVC
8,CC_GaussianNB,GaussianNB,Classifier Chains,0.3976193850077937,0.39556451612903226,LP_LinearSVC
8,LP_LogisticRegression,LogisticRegression,Label Powerset,0.1584485248607386,0.2530397022332506,LP_LinearSVC
9,LP_LinearSVC,LinearSVC,Label Powerset,0.8272698711907006,0.0852667493796526,LP_LinearSVC
9,LP_GaussianNB,GaussianNB,Label Powerset,0.6950884774864218,0.16194168734491315,LP_LinearSVC
9,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.5854528638435621,0.19463399503722084,LP_LinearSVC
9,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5729081149352699,0.20977047146401986,LP_LinearSVC
9,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5448177454922818,0.21767990074441687,LP_LinearSVC
9,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.5292581784672094,0.190136476426799,LP_LinearSVC
9,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5206657420249653,0.2143920595533499,LP_LinearSVC
9,CC_LinearSVC,LinearSVC,Classifier Chains,0.4934118647155261,0.2587779156327543,LP_LinearSVC
9,BR_GaussianNB,GaussianNB,Binary Relevance,0.47934499441756606,0.26035980148883375,LP_LinearSVC
9,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.477645727221279,0.20040322580645162,LP_LinearSVC
9,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.47660748560460653,0.2706575682382134,LP_LinearSVC
9,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.4652295266939842,0.27931141439205953,LP_LinearSVC
9,BR_LinearSVC,LinearSVC,Binary Relevance,0.46199861952603727,0.21758684863523572,LP_LinearSVC
9,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.4417739278960532,0.28383995037220844,LP_LinearSVC
9,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.41819391519990323,0.2983560794044665,LP_LinearSVC
9,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.4067325761908653,0.22521712158808932,LP_LinearSVC
9,CC_GaussianNB,GaussianNB,Classifier Chains,0.4047443234262507,0.4000620347394541,LP_LinearSVC
9,LP_LogisticRegression,LogisticRegression,Label Powerset,0.13585571456577142,0.27344913151364764,LP_LinearSVC
10,LP_LinearSVC,LinearSVC,Label Powerset,0.8254720084204986,0.08228908188585608,LP_LinearSVC
10,LP_GaussianNB,GaussianNB,Label Powerset,0.7025644149357373,0.1514578163771712,LP_LinearSVC
10,BR_KNeighborsClassifier,KNeighborsClassifier,Binary Relevance,0.6019839652126647,0.18169975186104217,LP_LinearSVC
10,CC_KNeighborsClassifier,KNeighborsClassifier,Classifier Chains,0.5771124935199585,0.20241935483870968,LP_LinearSVC
10,CC_RandomForestClassifier,RandomForestClassifier,Classifier Chains,0.5644665893113098,0.19792183622828785,LP_LinearSVC
10,LP_KNeighborsClassifier,KNeighborsClassifier,Label Powerset,0.5597171104856751,0.18923697270471465,LP_LinearSVC
10,LP_RandomForestClassifier,RandomForestClassifier,Label Powerset,0.5346297919821471,0.18111042183622827,LP_LinearSVC
10,CC_LinearSVC,LinearSVC,Classifier Chains,0.5047023922236951,0.24339330024813896,LP_LinearSVC
10,BR_RandomForestClassifier,RandomForestClassifier,Binary Relevance,0.4973901330190268,0.18517369727047148,LP_LinearSVC
10,BR_GaussianNB,GaussianNB,Binary Relevance,0.48205259453579885,0.25108560794044665,LP_LinearSVC
10,CC_LogisticRegression,LogisticRegression,Classifier Chains,0.4781986689058904,0.2602047146401985,LP_LinearSVC
10,BR_LinearSVC,LinearSVC,Binary Relevance,0.47100007956082424,0.20623449131513646,LP_LinearSVC
10,BR_DecisionTreeClassifier,DecisionTreeClassifier,Binary Relevance,0.46020099882853444,0.27155707196029777,LP_LinearSVC
10,LP_DecisionTreeClassifier,DecisionTreeClassifier,Label Powerset,0.45427546095780225,0.27357320099255583,LP_LinearSVC
10,CC_DecisionTreeClassifier,DecisionTreeClassifier,Classifier Chains,0.44202808500062135,0.27853598014888337,LP_LinearSVC
10,CC_GaussianNB,GaussianNB,Classifier Chains,0.4185846212737451,0.37689205955334987,LP_LinearSVC
10,BR_LogisticRegression,LogisticRegression,Binary Relevance,0.41832500635108816,0.21305831265508685,LP_LinearSVC
10,LP_LogisticRegression,LogisticRegression,Label Powerset,0.15282595388696185,0.2575682382133995,LP_LinearSVC
